,title,director,writers,top_5_billed,rotten_tomato_rating,audience_rating
998,Renaissance Man,['Penny Marshall'],"['Jim Burnstein', ' Nat Mauldin']","['Danny DeVito ', 'Gregory Hines ', 'James Remar ', 'Cliff Robertson ', 'Lillo Brancato Jr. ']",12,53
999,Quest for Camelot,['Frederik Du Chau'],"['Kirk De Micco', ' William Schifrin', ' Jacqueline Feather', ' David Seidler']","['Jessalyn Gilsag ', 'Bryan White ', 'Gary Oldman ', 'Don Rickles ', 'Don Rickels ']",35,59
1000,City by the Sea,['Michael Caton-Jones'],['Ken Hixon'],"['Robert De Niro ', 'Frances McDormand ', 'James Franco ', 'Eliza Dushku ', 'William Forsythe ']",48,40
1001,Mechanic: Resurrection,['Dennis Gansel'],"['Philip Shelby', ' Tony Mosher']","['Jason Statham ', 'Jessica Alba ', 'Tommy Lee Jones ', 'Michelle Yeoh ', 'Sam Hazeldine ']",31,40
1002,The Happytime Murders,['Brian Henson'],"['Todd Berger', ' Dee Austin Robertson']","['Melissa McCarthy ', 'Maya Rudolph ', 'Joel McHaleElizabeth Banks ', 'Jimmy O. Yang ', 'Leslie David Baker ']",24,40
1003,Showgirls,['Paul Verhoeven'],['Joe Eszterhas'],"['Kyle MacLachlan ', 'Elizabeth Berkley ', 'Gina Gershon ', 'Glenn Plummer ', 'Robert Davi ']",22,37
1004,City Hall,['Harold Becker'],"['Paul Schrader', ' Nicholas Pileggi', ' Bo Goldman', ' Ken Lipper']","['Al Pacino ', 'Anthony Franciosa ', 'John Cusack ', 'Bridget Fonda ', 'Danny Aiello ']",56,38
1005,Big Miracle,['Ken Kwapis'],"['Jack Amiel', ' Michael Begler']","['John Krasinski ', 'Drew Barrymore ', 'Kristen Bell ', 'Dermot Mulroney ', 'Tim Blake Nelson ']",75,64
1006,The Impossible,['J.A. Bayona'],"['Sergio G. Sánchez', ' J.A. Bayona']","['Ewan McGregor ', 'Naomi Watts ', 'Tom Holland (II) ', 'Geraldine Chaplin ', 'Samuel Joslin ']",81,84
1007,A Thousand Words,['Brian Robbins'],"['Brian Robbins', ' Norm Golightly', ' Steve Koren']","['Eddie Murphy ', 'Kerry Washington ', 'Cliff Curtis ', 'Clark Duke ', 'Allison Janney ']",0,47
1008,Hunter Killer,['Donovan Marsh'],"['Jamie Moss', ' Arne Schmidt']","['Gerard Butler ', 'Gary Oldman ', 'Common ', 'Michael Nyqvist ', 'Linda Cardellini ']",36,69
1009,Get Carter,['Mike Hodges'],['Mike Hodges'],"['Michael Caine ', 'Ian Hendry ', 'Britt Ekland ', 'John Osborne ', 'Tony Beckley ']",84,85
1010,Keeping Up with the Joneses,['Greg Mottola'],['Michael LeSieur'],"['Zach Galifianakis ', 'Jon Hamm ', 'Isla Fisher ', 'Gal Gadot ', 'Matt Walsh ']",20,37
1011,"Life, or Something Like It",['Stephen Herek'],"['John Scott Shepherd', ' Dana Stevens']","['Angelina Jolie ', 'Edward Burns ', 'Tony Shalhoub ', 'Christian Kane ', 'Melissa Errico ']",28,44
1012,Ishtar,['Elaine May'],['Elaine May'],"['Dustin Hoffman ', 'Warren Beatty ', 'Charles Grodin ', 'Jack Weston ', 'Isabelle Adjani ']",37,38
1013,Memoirs of an Invisible Man,['John Carpenter'],"['Robert Collector', ' Dana Olsen', ' William Goldman']","['Chevy Chase ', 'Daryl Hannah ', 'Sam Neill ', 'Michael McKean ', 'Stephen Tobolowsky ']",25,32
1014,New York Minute,"['Dennie Gordon', ' Conrad E. Palmisano']","['Emily Fox', ' Adam Cooper', ' Bill Collage']","['Ashley Olsen ', 'Mary-Kate Olsen ', 'Eugene Levy ', 'Andy Richter ', 'Riley Smith ']",11,47
1015,Alfie,['Charles Shyer'],"['Charles Shyer', ' Elaine Pope']","['Jude Law ', 'Marisa Tomei ', 'Omar Epps ', 'Susan Sarandon ', 'Sienna Miller ']",48,51
1016,Pandorum,['Christian Alvart'],['Travis Milloy'],"['Dennis Quaid ', 'Ben Foster ', 'Cam Gigandet ', 'Antje Traue ', 'Cung Le ']",30,49
1017,Duplex,['Danny DeVito'],"['Larry Doyle', ' Danny DeVito']","['Ben Stiller ', 'Drew Barrymore ', 'Eileen Essel ', 'Harvey Fierstein ', 'Justin Theroux ']",35,40
1018,Raise the Titanic,['Jerry Jameson'],"['In Theaters:Aug 1', ' 1980\xa0wide']","['Jason Robards ', 'Richard Jordan ', 'David Selby ', 'Anne Archer ', 'Alec Guinness ']",38,28
1019,Baahubali: The Beginning,['S.S. Rajamouli'],['Vijayendra Prasad'],"['Prabhas ', 'Rana Daggubati ', 'Anushka Shetty ', 'Tamannaah Bhatia ', 'Ramya Krishnan ']",88,86
1020,The Hurricane Heist,['Rob Cohen'],"['Jeff Dixon', ' Scott Windhauser']","['Maggie Grace ', 'Toby Kebbell ', 'Ryan Kwanten ', 'Ralph Ineson ', 'Randy CoutureMelissa Bolona ']",48,23
1021,Impostor,['Gary Fleder'],"['Caroline Case', ' Ehren Kruger', ' David Twohy', ' Scott Rosenberg', ' Mark Protosevich']","['Gary Sinise ', 'Madeleine Stowe ', ""Vincent D'Onofrio "", 'Tony Shalhoub ', 'Tim Guinee ']",23,41
1022,The Goldfinch,['John Crowley'],['Peter Straughan'],"['Ansel Elgort ', 'Oakes Fegley ', 'Aneurin Barnard ', 'Finn Wolfhard ', 'Ashleigh Cummings ']",24,72
1023,Extreme Ops,['Christian Duguay'],['Michael Zaidan'],"['Devon Sawa ', 'Rupert Graves ', 'Bridgette Wilson-Sampras ', 'Rufus Sewell ', 'Heino Ferch ']",7,28
1024,Just Visiting,"['Jean-Marie Poiré', ' Jean-Marie Gaubert']","['Jean-Marie Poiré', ' Christian Clavier', ' John Hughes']","['Jean Reno ', 'Christina Applegate ', 'Christian Clavier ', 'Malcolm McDowell ', 'Matt Ross ']",33,53
1025,Snowpiercer,['Bong Joon Ho'],"['Bong Joon Ho', ' Kelly Masterson']","['Chris Evans ', 'Song Kang Ho ', 'Jamie Bell ', 'John Hurt ', 'Tilda Swinton ']",94,72
1026,Sunshine,['Danny Boyle'],['Alex Garland'],"['Cillian Murphy ', 'Chris Evans ', 'Rose Byrne ', 'Michelle Yeoh ', 'Hiroyuki Sanada ']",76,73
1027,The Hudsucker Proxy,['Joel Coen'],"['Sam Raimi', ' Ethan Coen', ' Joel Coen']","['Tim Robbins ', 'Paul Newman ', 'Jennifer Jason Leigh ', 'Charles Durning ', 'John Mahoney ']",58,79
1028,Delgo,"['Jason Maurer', ' Marc F. Adler']","['Carl Dream', ' Patrick J. Cowan', ' Jennifer A. Jones', ' Jason Maurer', ' Scott Biear']","['Freddie Prinze Jr. ', 'Jennifer Love Hewitt ', 'Anne Bancroft ', 'Chris Kattan ', 'Val Kilmer ']",12,26
1029,The Hunting Party,['Don Medford'],"['William Norton', ' Gilbert Alexander', ' Lou Morheim']","['Gene Hackman ', 'Candice Bergen ', 'Oliver Reed ', 'Simon Oakland ', 'Ronald Howard ']",11,54
1030,Alex Rider: Operation Stormbreaker,['Geoffrey Sax'],['Anthony Horowitz'],"['Alex Pettyfer ', 'Ewan McGregor ', 'Mickey Rourke ', 'Bill Nighy ', 'Sophie Okonedo ']",35,53
1031,Red Cliff,['John Woo'],"['Kuo Zheng', ' John Woo', ' Khan Chan', ' Kuo Cheng', ' Sheng Heyu', ' Guo Zheng', ' Chan Khan']","['Tony Leung Chiu Wai ', 'Takeshi Kaneshiro ', 'Fengyi Zhang ', 'Chen Chang ', 'Wei Zhao ']",91,78
1032,The Last Shot,['Jeff Nathanson'],['Jeff Nathanson'],"['Matthew Broderick ', 'Alec Baldwin ', 'Toni Collette ', 'Tony Shalhoub ', 'Calista Flockhart ']",62,32
1033,Nomad,"['Ivan Passer', ' Sergey Bodrov', ' Talgat Temenov']",['Rustam Ibragimbekov'],"['Kuno Becker ', 'Jay Hernandez ', 'Jason Scott Lee ', 'Mark Dacascos ', 'Doskhan Zholzhaksynov ']",6,40
1034,Solomon Kane,['Michael J. Bassett'],['Michael J. Bassett'],"['James Purefoy ', 'Max von Sydow ', 'Pete Postlethwaite ', 'Rachel Hurd-Wood ', 'MacKenzie Crook ']",67,49
1035,Kursk,['Thomas Vinterberg'],['Robert Rodat'],"['Léa Seydoux ', 'Colin Firth ', 'Matthias Schoenaerts ', 'Steven Waddington ', 'Max von Sydow ']",69,56
1036,USS Indianapolis: Men of Courage,['Mario Van Peebles'],"['Cam Cannon', ' Richard Rionda del Castro']","['Nicolas Cage ', 'Tom Sizemore ', 'Thomas Jane ', 'James Remar ', 'Matt Lanter ']",17,30
1037,Timmy Failure: Mistakes Were Made,['Tom McCarthy'],['Tom McCarthy'],"['Kyle Bornheimer ', 'Ophelia Lovibond ', 'Chloe Coleman ', 'Winslow Fegley ', 'Craig RobinsonRuby Matenko ']",85,67
1038,Superman III,['Richard Lester'],"['David Newman', ' Leslie Newman']","['Christopher Reeve ', 'Richard Pryor ', 'Robert Vaughn ', ""Annette O'Toole "", 'Jackie Cooper ']",26,23
1039,Because I Said So,['Michael Lehmann'],"['Karen Leigh Hopkins', ' Jessie Nelson']","['Diane Keaton ', 'Mandy Moore ', 'Gabriel Macht ', 'Tom Everett Scott ', 'Lauren Graham ']",4,65
1040,Sgt. Bilko,['Jonathan Lynn'],['Andy Breckman'],"['Steve Martin ', 'Dan Aykroyd ', 'Phil Hartman ', 'Glenne Headly ', ""Daryl 'Chill' Mitchell ""]",31,47
1041,Serenity,['Joss Whedon'],['Joss Whedon'],"['Nathan Fillion ', 'Gina Torres ', 'Alan Tudyk ', 'Morena Baccarin ', 'Adam Baldwin ']",82,91
1042,Against the Ropes,['Charles S. Dutton'],['Cheryl Edwards'],"['Meg Ryan ', 'Omar Epps ', 'Charles S. Dutton ', 'Tony Shalhoub ', 'Tim Daly ']",12,29
1043,The Fast and the Furious,['Rob Cohen'],"['Gary Scott Thompson', ' Erik Bergquist', ' David Ayer']","['Paul Walker ', 'Vin Diesel ', 'Michelle Rodriguez ', 'Jordana Brewster ', 'Rick Yune ']",53,74
1044,Sweet Home Alabama,"['Andy Tennant', ' Andrew Tennant']",['C. Jay Cox'],"['Reese Witherspoon ', 'Josh Lucas ', 'Patrick Dempsey ', 'Candice Bergen ', 'Mary Kay Place ']",38,78
1045,Star Trek: Generations,['David Carson'],"['Brannon Braga', ' Ronald D. Moore', ' Richard C. Berman']","['Patrick Stewart ', 'William Shatner ', 'Malcolm McDowell ', 'Jonathan Frakes ', 'Brent Spiner ']",49,57
1046,Captain Underpants: The First Epic Movie,['David Soren'],['Nicholas Stoller'],"['Kevin Hart ', 'Ed Helms ', 'Nick Kroll ', 'Thomas Middleditch ', 'Jordan Peele ']",87,61
1047,Paul Blart: Mall Cop 2,['Andy Fickman'],"['Kevin James', ' Andy Fickman', ' Nick Bakay']","['Kevin James ', 'Raini Rodriguez ', 'Neal McDonough ', 'Shirley Knight ', 'Daniella Alonso ']",5,34
1048,Mouse Hunt,['Gore Verbinski'],['Adam Rifkin'],"['Nathan Lane ', 'Lee Evans ', 'Vicki Lewis ', 'Maury Chaykin ', 'Eric Christmas ']",42,49
1049,Why Him?,['John Hamburg'],"['John Hamburg', ' Ian Helfer']","['Bryan Cranston ', 'James Franco ', 'Zoey Deutch ', 'Megan Mullally ', 'Cedric the EntertainerKeegan-Michael Key ']",39,51
1050,Water for Elephants,['Francis Lawrence'],['Richard LaGravenese'],"['Reese Witherspoon ', 'Robert Pattinson ', 'Christoph Waltz ', 'Paul Schneider ', 'Jim Norton ']",60,70
1051,Riddick,['David Twohy'],['David Twohy'],"['Vin Diesel ', 'Jordi Molla ', 'Matt Nable ', 'Karl Urban ', 'Katee Sackhoff ']",57,56
1052,Heartbreakers,['Bobby Roth'],['Bobby Roth'],"['Peter Coyote ', 'Nick Mancuso ', 'Carole Laure ', 'Max Gail ', 'James Laurenson ']",100,57
1053,Joe Somebody,['John Pasquin'],['John Scott Shepherd'],"['Tim Allen ', 'Julie Bowen ', 'Kelly Lynch ', 'Hayden Panettiere ', 'Jim Belushi ']",21,27
1054,Overlord,['Stuart Cooper'],"['Stuart Cooper', ' Christopher Hudson']","['Brian Stirner ', 'Davyd Harries ', 'Nicholas Ball ', 'Julie Neesam ', 'Sam Sewell ']",89,72
1055,Extreme Measures,['Michael Apted'],['Tony Gilroy'],"['Hugh Grant ', 'Gene Hackman ', 'Sarah Jessica Parker ', 'David Morse ', 'Bill Nunn ']",56,40
1056,Rock Star,['Stephen Herek'],['John Stockwell'],"['Mark Wahlberg ', 'Jennifer Aniston ', 'Timothy Spall ', 'Timothy Olyphant ', 'Dominic West ']",53,59
1057,The Kitchen,['Andrea Berloff'],['Andrea Berloff'],"['Melissa McCarthy ', 'Tiffany Haddish ', 'Elisabeth Moss ', 'Domhnall Gleeson ', 'James Badge Dale ']",23,69
1058,White Squall,['Ridley Scott'],['Todd Robinson'],"['Jeff Bridges ', 'Caroline Goodall ', 'John Savage ', 'Scott Wolf ', 'Jeremy Sisto ']",60,65
1059,City of Ember,['Gil Kenan'],['Caroline Thompson'],"['Saoirse Ronan ', 'Harry Treadaway ', 'Tim Robbins ', 'Bill Murray ', 'Martin Landau ']",53,46
1060,Switchback,['Jeb Stuart'],['Jeb Stuart'],"['Dennis Quaid ', 'Danny Glover ', 'Jared Leto ', 'R. Lee Ermey ', 'Ted Levine ']",32,46
1061,The Sisters Brothers,['Jacques Audiard'],"['Jacques Audiard', ' Thomas Bidegain']","['John C. Reilly ', 'Joaquin Phoenix ', 'Jake Gyllenhaal ', 'Riz Ahmed ', 'Rutger HauerCarol KaneRebecca RootView All ']",87,68
1062,Texas Rangers,['Steve Miner'],"['Martin Copeland', ' John Milius', ' Scott Busby', ' Ehren Kruger']","['James Van Der Beek ', 'Rachael Leigh Cook ', 'Dylan McDermott ', 'Usher Raymond ', 'Ashton Kutcher ']",2,29
1063,The Upside,['Neil Burger'],['Jon Hartmere'],"['Bryan Cranston ', 'Kevin Hart ', 'Nicole Kidman ', 'Julianna Margulies ', 'Aja Naomi King ']",42,82
1064,Twilight,['Catherine Hardwicke'],['Melissa Rosenberg'],"['Kristen Stewart ', 'Robert Pattinson ', 'Billy Burke ', 'Peter Facinelli ', 'Elizabeth Reaser ']",49,73
1065,Creed,['Ryan Coogler'],"['Ryan Coogler', ' Aaron Covington']","['Michael B. Jordan ', 'Sylvester Stallone ', 'Tessa Thompson ', 'Phylicia Rashad ', 'Tony Bellew ']",95,89
1066,The Town,['Ben Affleck'],"['Peter Craig', ' Ben Affleck', ' Aaron Stockard']","['Ben Affleck ', 'Rebecca Hall ', 'Jon Hamm ', 'Jeremy Renner ', 'Blake Lively ']",93,85
1067,Dolphin Tale,['Charles Martin Smith'],"['Noam Dromi', ' Karen Janszen', ' Charles Martin Smith']","['Harry Connick Jr. ', 'Ashley Judd ', 'Nathan Gamble ', 'Kris Kristofferson ', 'Cozi Zuehlsdorff ']",81,80
1068,Game Night,"['Jonathan M. Goldstein', ' John Francis Daley']",['Mark Perez'],"['Jason Bateman ', 'Rachel McAdams ', 'Sharon Horgan ', 'Kyle Chandler ', 'Billy Magnussen ']",85,77
1069,Burn After Reading,"['Joel Coen', ' Ethan Coen']","['Joel Coen', ' Ethan Coen']","['George Clooney ', 'Frances McDormand ', 'John Malkovich ', 'Brad Pitt ', 'Tilda Swinton ']",77,65
1070,13 Going On 30,['Gary Winick'],"['Gary Winick', ' Josh Goldsmith', ' Cathy Yuspa']","['Jennifer Garner ', 'Mark Ruffalo ', 'Judy Greer ', 'Christa B. Allen ', 'Sean Marquette ']",65,70
1071,How to be Single,['Christian Ditter'],"['Marc Silverstein', ' Abby Kohn', ' Dana Fox', ' Liz Tuccillo']","['Dakota Johnson', 'Rebel Wilson ', 'Leslie Mann ', 'Anders Holm ', 'Damon Wayans Jr. ']",47,47
1072,Cop Out,['Kevin Smith'],"['Mark Cullen', ' Robb Cullen']","['Bruce Willis ', 'Tracy Morgan ', 'Adam Brody ', 'Kevin Pollak ', 'Seann William Scott ']",18,40
1073,The Rite,['Mikael Håfström'],['Michael Petroni'],"['Anthony Hopkins ', ""Colin O'Donoghue "", 'Alice Braga ', 'Ciarán Hinds ', 'Toby Jones ']",21,40
1074,Magnolia,['Paul Thomas Anderson'],['Paul Thomas Anderson'],"['Tom Cruise ', 'Jason Robards ', 'Julianne Moore ', 'Melinda Dillon ', 'Philip Seymour Hoffman ']",83,89
1075,A Star is Born,['Bradley Cooper'],"['Will Fetters', ' Eric Roth', ' Bradley Cooper']","['Lady Gaga ', 'Bradley Cooper ', 'Sam Elliott ', 'Andrew Dice Clay ', 'Dave Chappelle ']",90,79
1076,Gnomeo and Juliet,"['Kelly Aysbury', ' Kelly Asbury']","['Andy Riley', ' Kevin Cecil', ' Mark Burton', ' Kelly Asbury', ' Kathy Greenberg', ' Steve Hamilton Shaw', ' Emily Cook']","['Ashley Jensen ', 'Michael Caine ', 'Jim Cummings ', 'Maggie Smith ', 'Jason Statham ']",56,54
1077,John Q,['Nick Cassavetes'],"['Nick Cassavetes', ' James Kearns']","['Denzel Washington ', 'Robert Duvall ', 'James Woods ', 'Anne Heche ', 'Eddie Griffin ']",23,78
1078,Blue Streak,['Les Mayfield'],"['Stephen Carpenter', ' John Blumenthal', ' Michael Berry']","['Martin Lawrence ', 'Luke Wilson ', 'Peter Greene ', 'William Forsythe ', 'Dave Chappelle ']",36,65
1079,Never Say Never Again,['Irvin Kershner'],['Lorenzo Semple Jr.'],"['Sean Connery ', 'Klaus Maria Brandauer ', 'Max von Sydow ', 'Barbara Carrera ', 'Kim Basinger ']",69,37
1080,Hot Tub Time Machine,['Steve Pink'],"['John Morris', ' Steve Pink', ' Josh Heald', ' Sean Anders']","['John Cusack ', 'Rob Corddry ', 'Craig Robinson ', 'Clark Duke ', 'Crispin Glover ']",63,56
1081,Dolphin Tale 2,['Charles Martin Smith'],['Charles Martin Smith'],"['Harry Connick Jr. ', 'Ashley Judd ', 'Nathan Gamble ', 'Morgan Freeman ', 'Kris Kristofferson ']",65,72
1082,Collateral Beauty,['David Frankel'],['Allan Loeb'],"['Will Smith ', 'Helen Mirren ', 'Edward Norton ', 'Michael Peña ', 'Naomie Harris ']",14,64
1083,Reindeer Games,['John Frankenheimer'],['Ehren Kruger'],"['Ben Affleck ', 'Gary Sinise ', 'Charlize Theron ', 'Dennis Farina ', 'Isaac Hayes ']",25,27
1084,Snow Falling on Cedars,['Scott Hicks'],"['Ronald Bass', ' Scott Hicks']","['Ethan Hawke ', 'James Cromwell ', 'Max von Sydow ', 'Youki Kudoh ', 'Rick Yune ']",39,68
1085,Ghosts of Mississippi,['Rob Reiner'],['Lewis Colick'],"['James Woods ', 'Alec Baldwin ', 'Whoopi Goldberg ', 'Craig T. Nelson ', 'Susanna Thompson ']",43,62
1086,Gattaca,['Andrew Niccol'],['Andrew Niccol'],"['Ethan Hawke ', 'Uma Thurman ', 'Jude Law ', 'Gore Vidal ', 'Alan Arkin ']",82,87
1087,There Be Dragons,['Roland Joffé'],['Roland Joffé'],"['Charlie Cox ', 'Wes Bentley ', 'Dougray Scott ', 'Rodrigo Santoro ', 'Jordi Molla ']",12,54
1088,Queen of the Desert,['Werner Herzog'],['Werner Herzog'],"['Nicole Kidman ', 'James Franco ', 'Damian Lewis ', 'Robert Pattinson ', 'Jay Abdo ']",18,34
1089,Head of State,['Chris Rock'],"['Ali LeRoi', ' Chris Rock']","['Chris Rock ', 'Bernie Mac ', 'Dylan Baker ', 'Nick Searcy ', 'Lynn Whitfield ']",30,47
1090,The Hangover,['Todd Phillips'],"['Jon Lucas', ' Todd Phillips', ' Scott Moore']","['Bradley Cooper ', 'Ed Helms ', 'Zach Galifianakis ', 'Justin Bartha ', 'Heather Graham ']",78,84
1091,The Blind Side,['John Lee Hancock'],['John Lee Hancock'],"['Sandra Bullock ', 'Tim McGraw ', 'Quinton Aaron ', 'Ray McKinnon ', 'Jae Head ']",66,85
1092,Austin Powers: The Spy Who Shagged Me,['Jay Roach'],"['Mike Myers', ' Michael McCullers']","['Mike Myers ', 'Heather Graham ', 'Seth Green ', 'Michael York ', 'Robert Wagner ']",52,71
1093,True Grit,['Henry Hathaway'],['Marguerite Roberts'],"['John Wayne ', 'Kim Darby ', 'Glen Campbell ', 'Robert Duvall ', 'Jeremy Slate ']",88,84
1094,Lethal Weapon 3,['Richard Donner'],"['Jeffrey Boam', ' Richard Donner', ' Carrie Fisher', ' Robert Mark Kamen']","['Mel Gibson ', 'Danny Glover ', 'Joe Pesci ', 'Rene Russo ', 'Stuart Wilson ']",60,61
1095,Rush Hour,['Brett Ratner'],"['Brett Ratner', ' Ross LaManna', ' Jim Kouf']","['Jackie Chan ', 'Chris Tucker ', 'Elizabeth Peña ', 'Tom Wilkinson ', 'Julia Hsu ']",60,78
1096,Identity Thief,['Seth Gordon'],['Craig Mazin'],"['Jason Bateman ', 'Melissa McCarthy ', 'Maggie Elizabeth Jones ', 'Amanda Peet ', 'T.I. ']",19,53
1097,The Devil Wears Prada,['David Frankel'],['Aline Brosh McKenna'],"['Meryl Streep ', 'Anne Hathaway ', 'Stanley Tucci ', 'Emily Blunt ', 'Adrian Grenier ']",75,76
1098,Horrible Bosses,['Seth Gordon'],"['Jonathan M. Goldstein', ' John Francis Daley', ' Michael Markowitz']","['Jason Bateman ', 'Kevin Spacey ', 'Jennifer Aniston ', 'Jason Sudeikis ', 'Charlie Day ']",69,70
1099,Spy Kids,['Robert Rodriguez'],['Robert Rodriguez'],"['Antonio Banderas ', 'Carla Gugino ', 'Alexa PenaVega ', 'Daryl Sabara ', 'Alan Cumming ']",93,46
1100,Trainwreck,['Judd Apatow'],['Amy Schumer'],"['Amy Schumer ', 'Bill Hader ', 'Colin Quinn ', 'Brie Larson ', 'Mike Birbiglia ']",84,66
1101,Saving Mr. Banks,['John Lee Hancock'],"['Kelly Marcel', ' Sue Smith']","['Emma Thompson ', 'Tom Hanks ', 'Colin Farrell ', 'Bradley Whitford ', 'Paul Giamatti ']",79,84
1102,Star Trek: The Motion Picture,['Robert Wise'],['Harold Livingston'],"['William Shatner ', 'Leonard Nimoy ', 'DeForest Kelley ', 'James Doohan ', 'Stephen Collins ']",43,42
1103,Hotel for Dogs,['Thor Freudenthal'],"['Jeff Lowell', ' Lois Duncan', ' Robert Schooley', ' Mark McCorkle']","['Don Cheadle ', 'Emma Roberts ', 'Jake T. Austin ', 'Kyla Pratt ', 'Kevin Dillon ']",46,54
1104,Guess Who,['Kevin Rodney Sullivan'],"['David Ronn', ' Jay Scherick', ' Peter Tolan']","['Bernie Mac ', 'Ashton Kutcher ', 'Zoe Saldana ', 'Judith Scott ', 'Chad GabrielHal Williams ']",42,49
1105,This is 40,['Judd Apatow'],['Judd Apatow'],"['Leslie Mann ', 'Paul Rudd ', 'John Lithgow ', 'Megan Fox ', 'Albert Brooks ']",52,50
1106,L.A. Confidential,['Curtis Hanson'],"['Curtis Hanson', ' Brian Helgeland']","['Russell Crowe ', 'Kevin Spacey ', 'Guy Pearce ', 'James Cromwell ', 'David Strathairn ']",99,94
1107,A Nightmare on Elm Street,['Wes Craven'],['Wes Craven'],"['Robert Englund ', 'Heather Langenkamp ', 'John Saxon ', 'Ronee Blakely ', 'Amanda Wyss ']",94,83
1108,Species,['Roger Donaldson'],"['Dennis Feldman', ' Roger Donaldson']","['Ben Kingsley ', 'Michael Madsen ', 'Alfred Molina ', 'Forest Whitaker ', 'Marg Helgenberger ']",43,31
1109,Secretariat,['Randall Wallace'],"['Randall Wallace', ' Mike Rich']","['Diane Lane ', 'John Malkovich ', 'Dylan Walsh ', 'Dylan Baker ', 'Margo Martindale ']",63,76
1110,Friends with Benefits,['Will Gluck'],"['Keith Merryman', ' David A. Newman', ' Will Gluck']","['Justin Timberlake ', 'Mila Kunis ', 'Patricia Clarkson ', 'Jenna Elfman ', 'Bryan Greenberg ']",68,65
1111,Neighbors 2: Sorority Rising,['Nicholas Stoller'],"['Seth Rogen', ' Evan Goldberg', ' Nicholas Stoller', ' Andrew Jay Cohen', "" Brendan O'Brien""]","['Seth Rogen ', 'Zac Efron ', 'Rose Byrne ', 'Chloë Grace Moretz', 'Kiersey Clemons ']",64,44
1112,TMNT,['Kevin Munroe'],['Kevin Munroe'],"['Chris Evans ', 'Sarah Michelle Gellar ', 'Mako ', 'Patrick Stewart ', 'Mitchell Whitfield ']",35,60
1113,Radio,"['Mike Tollin', ' Michael Tollin']",['Mike Rich'],"['Cuba Gooding Jr. ', 'Ed Harris ', 'Alfre Woodard ', 'S. Epatha Merkerson ', 'Brent Sexton ']",35,79
1114,Sicario: Day of the Soldado,['Stefano Sollima'],['Taylor Sheridan'],"['Benicio Del Toro ', 'Josh Brolin ', 'Isabela Merced ', 'Jeffrey Donovan ', 'Manuel Garcia-Rulfo ']",62,64
1115,Poltergeist,['Tobe Hooper'],"['Mark Victor', ' Michael Grais', ' Steven Spielberg']","['JoBeth Williams ', 'Craig T. Nelson ', 'Beatrice Straight ', 'Dominique Dunne ', 'Oliver Robins ']",85,78
1116,Goosebumps 2: Haunted Halloween,['Ari Sandel'],['Rob Lieber'],"['Wendi McLendon-Covey ', 'Madison Iseman ', 'Jeremy Ray Taylor ', 'Caleel Harris ', 'Chris ParnellKen JeongJack Black ']",47,38
1117,12 Strong,['Nicolai Fuglsig'],"['Peter Craig', ' Ted Tally']","['Chris Hemsworth ', 'Michael Shannon ', 'Michael Peña ', 'Navid Negahban ', 'Trevante Rhodes ']",51,62
1118,Must Love Dogs,['Gary David Goldberg'],['Gary David Goldberg'],"['Diane Lane ', 'John Cusack ', 'Elizabeth Perkins ', 'Christopher Plummer ', 'Dermot Mulroney ']",36,50
1119,License to Wed,['Ken Kwapis'],"['Kim Barker', ' Wayne Lloyd', ' Vince Di Meglio', ' Kim Barker', ' Tim Rasmussen']","['Robin Williams ', 'Mandy Moore ', 'John Krasinski ', 'Eric Christian Olsen ', 'Christine Taylor ']",7,53
1120,Donnie Brasco,['Mike Newell'],['Paul Attanasio'],"['Al Pacino ', 'Johnny Depp ', 'Michael Madsen ', 'Bruno Kirby ', 'James Russo ']",88,89
1121,Max Payne,['John Moore (V) '],['Beau Thorne'],"['Mark Wahlberg ', 'Mila Kunis ', 'Beau Bridges ', 'Chris ""Ludacris"" Bridges ', ""Chris O'Donnell ""]",16,29
1122,Resident Evil,['Paul W.S. Anderson'],['Paul W.S. Anderson'],"['Milla Jovovich ', 'Michelle Rodriguez ', 'Eric Mabius ', 'James Purefoy ', 'Martin Crewes ']",36,67
1123,In Time,['Andrew Niccol'],['Andrew Niccol'],"['Justin Timberlake ', 'Amanda Seyfried ', 'Cillian Murphy ', 'Vincent Kartheiser ', 'Olivia Wilde ']",37,51
1124,J. Edgar,['Clint Eastwood'],"['Clint Eastwood', ' Dustin Lance Black']","['Leonardo DiCaprio ', 'Armie Hammer ', 'Naomi Watts ', 'Josh Lucas ', 'Judi Dench ']",43,44
1125,Bounce,['Don Roos'],['Don Roos'],"['Ben Affleck ', 'Gwyneth Paltrow ', 'Tony Goldwyn ', 'Alex D. Linz ', 'David Dorfman ']",52,32
1126,Mile 22,['Peter Berg'],['Lea Carpenter'],"['Mark Wahlberg ', 'Lauren Cohan ', 'Iko Uwais ', 'Ronda Rousey ', 'Terry Kinney ']",23,44
1127,Concussion,['Stacie Passon'],['Stacie Passon'],"['Robin Weigert ', 'Maggie Siff ', 'Jonathan Tchaikovsky ', 'Janel Moloney ', 'Johnathan Tchaikovsky ']",75,48
1128,Closer,['Mike Nichols'],['Patrick Marber'],"['Natalie Portman ', 'Jude Law ', 'Julia Roberts ', 'Clive Owen ', 'Colin Stinton ']",68,81
